Status,Date_Time,City,State,Country,Shape,Summary,Has_Media,Explanation
Open,07/31/2015 17:00,San Francisco,CA,USA,Cylinder,Ufo outside airplane. ((NUFORC Note: Photo indicates two bright objects ahead of the a/c wing; possible reflections. PD)),09/01/2015,
Open,07/29/2015 22:00,Salton City,CA,USA,Circle,Bright yellow circle lights.,07/30/2015,
Open,07/29/2015 20:27,Ramona,CA,USA,Light,"I heard a pulsating sound, thought, ""That's a weird sounding helicopter."" Looked up and saw a jet following a light.",07/29/2015,
Open,07/29/2015 17:30,San Bernardino,CA,USA,Other,"July 29, 2015, at approx. 5:30 pm. I witnessed a strange phenonmena. At this time I lived by the san Bernardino mountains ant atten",11/22/2016,
Open,07/29/2015 13:30,Chula Vista,CA,Mexico,Disk,Silver disc object over Mexican airspace,07/28/2015,
Open,07/28/2015 01:15,Antioch,CA,USA,Fireball,Fireball over Antioch California seen for 15-20 minutes travelling at varying speeds and making dramatic direction changes.,07/29/2015,
Open,07/26/2015 13:08,Los Alamitos,CA,USA,Disk,My family and I were at a hotel in Orange County and enjoying the outdoor pool and hot tub when I noticed a weird white pearlescent obj,12/15/2020,
Open,07/26/2015 08:15,Whittier,CA,USA,,"Saw 3 round object with red bright lights. They were moving lightly, then all of the sudden they took off.",07/27/2015,
Open,07/25/2015 23:02,Antelope,CA,USA,Flash,"Craft had 3 parts. Round flashing large object. Hovered silently for about 15 minutes then slowly moved south, until it disappeared beh",07/25/2015,
Open,07/25/2015 22:30,Irvine,CA,USA,Triangle,Hovering craft with red and green blinking lights. Hovers for a minute and then moved to a new spot.,07/25/2015,
Open,07/25/2015 21:45,Salinas,CA,USA,Light,There's a blue light inside of the clouds and marine layer. The blue light is inside of the clouds only in one space glowing.,07/25/2015,
Open,07/24/2015 22:15,Highland,CA,USA,Triangle,Glowing object dropping embers over San Bernardino,07/24/2015,
Open,07/23/2015 23:15,Aptos,CA,USA,Sphere,"Two bright orange spheres headed w/sw were sighted in Aptos, California at 11:15 on July 23, 2015.",07/24/2015,
Open,07/23/2015 02:00,Dunsmuir,CA,USA,Light,Witnessed an intense white-blue globe of light hovering above the cliffs at Castle Crags,01/28/2023,
Open,07/22/2015 22:30,Santa Maria,CA,USA,Fireball,Saw the first object on 07/21/2015 about 22:30 when I was leaving for work. The object flew from the western sky to the southern sky th,07/23/2015,
Open,07/20/2015 02:00,Rocklin,CA,USA,Triangle,Star-like Object wobbling in the Distance and a Large Black Triangular object with 3 bright lights and a red light in the middle.,07/20/2015,
Open,07/19/2015 22:12,Santa Barbara,CA,USA,Circle,"Yellowish orange, odd circular object observed over Santa Barbara Ca.",07/19/2015,
Open,07/18/2015 20:15,Palm Springs,CA,USA,Circle,"Round, blue object over Palm Springs mountains.",07/23/2015,
Open,07/18/2015 12:21,Chico,CA,USA,Cone,North Chico! Bright white cone shaped lights over Richardson Springs Rd.,07/18/2015,
Open,07/18/2015 02:30,Rancho Palos Verdes,CA,USA,Triangle,"Triangle UFO hovering on top of my home then accelerate very fast, after illuminating center white light.",08/03/2015,
Open,07/17/2015 23:00,Bakersfield,CA,USA,Unknown,Lighthouse rotating light in the sky.,08/12/2015,
Open,07/17/2015 17:00,Mount Shasta,CA,USA,Circle,"Red lights flashing at one sec intervals on Mount Shasta, forms a circular or disc shape, located in the mountain area, below Bunny Fla",07/18/2015,
Open,07/16/2015 21:10,Palmdale,CA,USA,Triangle,Saw a triangle looking object with lights on all corners and another object following it moving fast to the east.,07/16/2015,
Open,07/16/2015 20:35,Escondido,CA,USA,Light,Bright circular light turns into a cross shape while moving towards my Patio/Building,07/16/2015,
Open,07/16/2015 01:45,Encinitas,CA,USA,Circle,Three dancing lights.,07/16/2015,
Open,07/15/2015 22:11,Torrance,CA,USA,Triangle,"A triangle of light nose diving/falling from the sky, lost sight of it behind trees. ((NUFORC Note: Possible model a/c? PD))",07/15/2015,
Open,07/15/2015 22:00,Lakeport,CA,USA,Orb,Jupiter did a u-turn and sped away.,07/11/2019,
Open,07/15/2015 20:40,Sacramento,CA,USA,Fireball,"Driving north on Bruceville Rd. from Elk Grove to Sacramento and saw a very long laser like red line, streaking across the sky from the",07/16/2015,
Open,07/15/2015 16:40,Ivanhoe,CA,USA,Other,"Cloaked aircraft followed by cloaked chase plane headed to China Lake Naval Air Station Air Space flies over Highway 216, 080 degrees",04/14/2023,
Open,07/13/2015 22:00,Monterey,CA,USA,Unknown,"Red light spheres hovering 1.5 hrs over marine canyon in Monterey Bay, 5-miles off Moss Landing, leaving & returning to same spot",07/14/2015,
Open,07/13/2015 21:54,Firebaugh/Mercey Hot Springs,CA,USA,Light,"White light flashes at Mercey Hot Springs, yet again!",07/15/2015,
Open,07/12/2015 22:00,Huntington Beach,CA,USA,,"From my backyard in Huntington Beach, CA, at about 22:00 hours, looking in the direction of about 30 degrees above east-south-east, I o",07/12/2015,
Open,07/12/2015 00:06,Westminster,CA,USA,Teardrop,We observed a bright pulsing orange light either in the center or under the object. It moved very slowly and the stopped and hovered.,07/12/2015,
Open,07/12/2015 00:00,Anaheim,CA,USA,Fireball,Spinning lights completely disappear in Orange County.,07/12/2015,
Open,07/11/2015 18:30,Long Beach,CA,USA,Unknown,A large orange flash light coming from the back ( maybe a propulser?) of an unknow flying object. Flash was then kind of absorbed back,11/07/2015,
Open,07/11/2015 12:11,Sebastopol,CA,USA,Light,8 lights in a straight line with 2 flashing red lights hovering over my neighbors house and it slowly moved away and teleported away.,07/12/2015,
Open,07/11/2015 10:40,Lake Arrowhead,CA,USA,Unknown,"10:40 am over San Bernardino Valley, very bright light for an instant, then again seen further E and moving W, then vanished.",07/11/2015,
Open,07/11/2015 05:00,Lancaster,CA,USA,Circle,"Round, solid white, high altitude object moving S to NE over Antelope Valley, CA. Non specific side to side motion.",07/12/2015,
Open,07/10/2015 21:15,Playa Vista,CA,USA,Flash,Swirling bolt of light or lightning.,07/10/2015,
Open,07/09/2015 21:20,Shafter,CA,USA,Fireball,We saw big round fire in the sky but was moving very slow straight in line for about 5 min we wear driving in car then pulled over t,07/09/2015,
Open,07/09/2015 15:00,Buena Park,CA,USA,Other,Square-shaped object spinning.,07/09/2015,
Open,07/08/2015 12:30,Porterville,CA,USA,Other,((NUFORC Note: No information provided by witness. PD)),07/08/2015,
Open,07/06/2015 22:27,Lancaster,CA,USA,Triangle,Triangular flying aircraft with rainbow colored lights.,07/06/2015,
Open,07/06/2015 22:03,San Bernardino,CA,USA,Fireball,I notice it was orange in color and was round in shape.,07/14/2015,
Open,07/06/2015 00:00,Anaheim,CA,USA,Other,I was looking at the starsjupiter and venus through my binoculars when a redand blue coned shape object appeard heading south i could n,07/20/2015,
Open,07/05/2015 16:21,Santa Clara,CA,USA,Formation,"Two Clouds one a human skull, the other a human skull with hair and beard",01/31/2023,
Open,07/04/2015 23:00,East Los Angeles,CA,USA,Triangle,We were driving home from downtown L.A. on the 10 fwy headed east. Fireworks were going off on both sides of the freeway. Traffic was,07/05/2015,
Open,07/04/2015 21:30,Whittier,CA,USA,Fireball,We saw 3 cylinder objects that look like a flame floating around the air among the fireworks.,07/12/2015,
Open,07/04/2015 21:25,San Mateo,CA,USA,Light,Fast moving light on 4th of July.,07/04/2015,
Open,07/04/2015 21:00,Mira Loma,CA,USA,Light,"Object with white, red and green lights was hovering in the sky for about five minutes.",07/05/2015,
Open,07/04/2015 20:30,Redlands,CA,USA,Light,"Strange Amber-Orange Light seen in Redlands, California, on July 4th.",07/06/2015,
Open,07/04/2015 20:30,Gilroy,CA,USA,Other,"We were waiting for the city fireworks show that evening. When my friend noticed in the Northeastern sky, three dots that resembled sta",07/08/2015,
Open,07/04/2015 20:00,Merced,CA,USA,Oval,Orange/rust colored Oval type object in Merced on the Fourth of July.,08/09/2015,
Open,07/04/2015 01:15,Carmichael,CA,USA,Disk,"Had three circular blinking lights on the edge. And was defending south west from a distance, it was not real close to me.",07/04/2015,
Open,07/03/2015 22:17,Universal City,CA,USA,Other,Boomerang-shaped UFO materializes over Universal City.,07/10/2015,
Open,07/01/2015 22:30,Madera,CA,USA,Triangle,"Triangular object seen over Madera County July 1, 2015.",07/09/2015,
Open,07/01/2015 13:00,Long Beach,CA,USA,Oval,7+ UFOs seen on KTLA News 5 weather video,07/01/2015,
Open,06/30/2015 20:00,Willemstad,CA,USA,Formation,Three light single line formation.,02/08/2019,
Open,06/30/2015 10:00,Santa Barbara,CA,USA,Circle,Silver pulsating object.,06/30/2015,
Open,06/29/2015 22:30,Ventura,CA,USA,Circle,Eerie lights hovering above Ventura tonight. ((NUFORC Note: Jupiter and Venus. PD)),06/30/2015,
Open,06/29/2015 21:30,San Pedro,CA,USA,Unknown,((NUFORC Note: Planets. PD)) I'm looking off the balcony looking W and I see 2 lights one bright and one right above it but smaller.,06/29/2015,
Open,06/29/2015 14:30,Shell Beach,CA,USA,Circle,Object in clear daylight sky.,06/29/2015,
Open,06/28/2015 12:47,Moro Bay,CA,USA,Orb,Black orb seen in photo taken of Moro Rock in CA.,07/16/2015,
Open,06/27/2015 23:15,Newbury Park,CA,USA,Light,3 bright white lights in the sky.,06/28/2015,
Open,06/27/2015 22:07,Long Beach,CA,USA,Circle,"Equilateral triangle of diffuse, stationary white lights off coast.",06/28/2015,
Open,06/27/2015 20:30,Rialto,CA,USA,Fireball,Thought it was an airplane on fire until it stopped in midair for 20-30 sec b4 flickering out.,06/28/2015,
Open,06/26/2015 22:15,Discovery Bay,CA,USA,Diamond,"Diamond shaped aircraft, it was flying low and had a really strange humming/buzzing/vibrating sound. Two very bright-white large lights",06/26/2015,
Open,06/26/2015 22:15,Fairfield,CA,USA,Circle,Two pulsating lights over the hills of Fairfield,06/28/2015,
Open,06/26/2015 17:00,Catalina Island,CA,USA,Other,"Unidentified Flying Object above Catalina Island, June 2015.",06/29/2015,
Open,06/24/2015 22:10,Livermore,CA,USA,Cylinder,"Two craft over Northern California, traveling at a high rate of speed, chasing each other, with no sound.",06/25/2015,
Open,06/23/2015 22:26,Hanford,CA,USA,Rectangle,Rectangular ufo flies over residential area near train tracks in Hanford.,11/23/2015,
Open,06/22/2015 20:02,Long Beach,CA,USA,Egg,"Double egg shape with gold like mid section. ((NUFORC Note: Image in video looks to us to be a jet aircraft, at mid altitude. PD))",06/25/2015,
Open,06/22/2015 20:02,Long Beach,CA,USA,,White double egg like shaped object with a gold midsection.,06/26/2015,
Open,06/22/2015 13:00,Santa Rosa,CA,USA,Circle,"My son and I were playing catch around 1pm when in the sky above his head I noticed a large white ""dot."" I was facing northeast.",06/24/2015,
Open,06/22/2015 11:00,Anaheim,CA,USA,Rectangle,"Large low hovering Rectangle, just off the busy highway",11/20/2021,
Open,06/21/2015 21:13,Los Angeles,CA,USA,Changing,"A UFO was seen following, then catching up to and moving slightly ahead of the ISS on 06/21/15 at app. 21:14 to 21:15 Pacific Time.",06/23/2015,
Open,06/21/2015 20:38,La Mirada,CA,USA,Fireball,"Fireball coming from Fullerton area then over La Mirada and then blinking out over La Habra, CA.",06/22/2015,
Open,06/19/2015 19:00,Windsor,CA,USA,Light,Sounds like phenomenon over my house with rainbows extreme bright lights.,06/19/2015,
Open,06/18/2015 22:36,San Diego,CA,USA,Orb,"Second craft by the International Space Station as it passed by San Diego, California, 18 June, 2015.",06/19/2015,
Open,06/17/2015 21:00,Bakersfield,CA,USA,Fireball,"Saw an orange light with flame like trail completely silent, traveling from north to south, headed toward Los Angeles.",06/17/2015,
Open,06/17/2015 21:00,Bakersfield,CA,USA,Fireball,Saw an orange light with flame like trail completely silent traveling from north to south headed toward Los Angeles.,06/20/2015,
Open,06/15/2015 22:20,San Jose,CA,USA,Light,It silently flew towards us from the west.,06/16/2015,
Open,06/15/2015 11:45,Gridley,CA,USA,Disk,"While sitting in the backyard, my friend and I talked about the day and we saw a green light, appear on the power line, at the same tim",07/19/2021,
Open,06/14/2015 12:30,Reno,CA,USA,Formation,Cluster on 5 objects.,06/20/2015,
Open,06/12/2015 19:00,Beaumont,CA,USA,Sphere,Small black sphere flying at the speed of prop plane on a straight line that disappeared behind a small cloud and never re-emerged.,06/12/2015,
Open,06/11/2015 23:50,Galt,CA,USA,Light,"2 bright orange balls of light hovering for about 5 or 10 minutes at 11:50pm, in Galt, CA, Thursday night.",06/12/2015,
Open,06/07/2015 22:20,Berkeley (above),CA,USA,Formation,Sequenced lights in Oakland Hills.,06/07/2015,
Open,06/07/2015 21:30,La Canada Flintridge,CA,USA,Light,"UNKNOWN WEIRD LIGHTS OVER LA CANADA, CA, NEAR JPL NASA.",06/07/2015,
Open,06/07/2015 21:29,Tehachapi,CA,USA,Circle,"Orange balls in the sky, drifting from the west due east; made no sound.",06/11/2015,
Open,06/07/2015 21:18,Avenal,CA,USA,Light,"3 round lights-I-5 in Avenal, CA (North of Kettleman City).",06/08/2015,
Open,06/06/2015 22:00,Santa Barbara,CA,USA,Triangle,"V-shaped formation of steady, bright, white lights moving close to ground, slowly, silently across night sky.",06/09/2015,
Open,06/05/2015 20:30,Folsom,CA,USA,Orb,Was driving down towards highway 50 right after a lightning storm and noticed these two objects orbiting each other near a break in the,06/07/2015,
Open,06/05/2015 16:00,Cobb,CA,USA,Circle,Round dot in full daylight. Hovered for hours not moving but progressed towards west at same rate as sun setting west. Since then sky,06/08/2015,
Open,06/04/2015 22:45,Anaheim,CA,USA,Oval,My wife and I saw what by all appearances was a UFO at Disneyland on the night of June 4th 2015.,06/06/2015,
Open,06/04/2015 21:15,Santa Rosa,CA,USA,Light,"Huge bright light on top of Taylor Mountain ridge. Looked like huge spot light, perfect circle. Watched it for total of 5 mins and film",06/05/2015,
Open,05/30/2015 23:30,Orland,CA,USA,Light,"Bright light fades out. ((NUFORC Note: Possible ""flare up"" of an Iridium satellite?? PD))",05/30/2015,
Open,05/30/2015 23:03,Vacaville,CA,USA,Unknown,"Bright light, very bright light. ((NUFORC Note: We suspect an overflight of the International Space Station. PD))",05/30/2015,
Open,05/30/2015 23:00,Galt,CA,USA,Fireball,Orange ball shaped lights in sky appearing and reappearing.,05/31/2015,
Open,05/29/2015 16:00,Geyserville,CA,USA,Orb,White orb hovering in sky.,06/03/2015,
Open,05/29/2015 16:00,Santa Rosa,CA,USA,Circle,White luminous small moon like object traversed daytime sky E to W for about 1.5 hours.,05/29/2015,
Open,05/29/2015 10:30,Big Bear Lake,CA,USA,Sphere,Metallic sphere spotted in broad daylight in a clear sky on a mountain road.,06/02/2015,
Open,05/29/2015 04:00,Rohnert park,CA,USA,Orb,White sphere/orb high in the atmosphere that slowly drifted west over a 3 hour period.,05/30/2015,
Open,05/26/2015 19:20,Glendale,CA,USA,Disk,UFO observed hovering from the local mall parking structure.,06/22/2015,
Open,05/25/2015 16:30,West Sonoma County,CA,USA,Oval,"White saucer silently traverses across the daytime moon, then, slightly changes direction.",05/26/2015,
Open,05/25/2015 14:20,Rohnert Park,CA,USA,Oval,Shiny chrome object flying across sky with military plane following.,06/01/2015,
Open,05/24/2015 21:37,Visalia,CA,USA,Disk,"Bright glowing object, seen by 4 people, manuvuer and leave at unbeleivable rate of speed.",06/25/2015,
Open,05/24/2015 21:00,Visalia,CA,USA,Disk,"It was an orange color and not flashing, and when first noticed the object was moving from the North heading South bound. The object s",06/29/2015,
Open,05/24/2015 01:00,San Rafael,CA,USA,Other,Bright white v-shaped object crossed entire horizon in 5 seconds.,05/24/2015,
